OBJECTID;estacion;Nom_Est;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;Porc_datos;Celda_XY;Cont_celda;Depto;Mpio;AH;ZSZH;x;y;NombrEst;NOMBRE_VER;SUBREGION
21198;26190120;CAMPAMENTO;100;59;75;12;56;97;100;83;30;100;25;32;8;85;39;55;48;35;86;79;95;66;79;5;11;88;20;92;22;24;31;8;46;62;33;48;35;79;65;88;87;55;4;10;89;28;95;22;28;17;87;98;34;(3-5);11;Antioquia;Andes;MagdalenaCauca;RíoSanJuan;4681576,361000;2186568,437000;CAMPAMENTO [26190120];LA PRADERA;SUROESTE
26786;26190130;LaMansa;79;10;13;97;6;63;39;46;19;76;62;59;71;47;91;2;99;89;96;18;26;1;58;96;48;51;55;57;23;66;56;66;86;56;69;98;91;14;72;22;93;2;55;89;55;21;61;49;30;71;50;61;5;(3-5);11;Chocó;ElCarmen;Caribe;DariénAltoAtrato;4656743,795000;2194295,381000;MANSA LA [26190130];CAUDUAS;
21198;26195020;ITAANDES;53;76;53;59;84;52;67;67;77;23;66;6;35;77;56;86;39;19;32;82;0;66;59;46;87;56;47;79;62;32;59;1;1;67;33;26;15;16;36;58;59;44;65;38;82;84;49;66;79;21;99;15;95;(3-5);11;Antioquia;Andes;MagdalenaCauca;RíoSanJuan;4681067,584000;2187640,464000;ITA ANDES [26195020];LA PRADERA;SUROESTE
18802;26195030;ElJardín;100;88;58;85;88;0;17;70;39;91;23;46;29;42;30;64;74;70;80;50;49;19;73;100;66;95;9;100;31;94;37;50;19;16;49;62;82;46;75;42;80;13;74;90;83;34;99;28;42;15;28;57;48;(3-5);11;Antioquia;Jardín;MagdalenaCauca;RíoSanJuan;4689841,338000;2176171,718000;JARDIN EL [26195030];QUEBRADA BONITA;SUROESTE
17431;26200120;OTRAMINA;82;4;7;20;52;4;36;63;64;68;45;63;78;93;84;88;54;32;8;16;15;97;37;13;30;44;13;54;80;30;100;38;86;83;64;17;47;12;22;94;42;15;9;32;18;66;18;53;50;36;93;58;97;(4-5);12;Antioquia;Titiribí;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdivia;4690769,451000;2229847,240000;OTRAMINA [26200120];SITIO VIEJO;SUROESTE
18997;26200130;BOLOMBOLO;100;17;59;55;68;82;71;14;54;97;94;91;13;100;33;11;34;57;17;51;34;21;64;16;94;34;77;2;34;1;77;85;20;87;26;6;97;75;13;56;36;13;84;57;100;54;69;8;86;76;8;96;79;(4-5);12;Antioquia;Venecia;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdivia;4685680,646000;2218484,496000;BOLOMBOLO [26200130];BOLOMBOLO;SUROESTE
22740;26200140;ARMENIA;100;82;75;91;4;85;98;4;81;31;25;15;48;24;64;55;70;38;54;75;98;57;52;95;83;15;92;85;24;38;40;34;9;79;37;31;74;18;95;80;90;77;73;20;14;90;59;72;20;54;29;77;86;(4-5);12;Antioquia;Armenia;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdivia;4693371,108000;2239240,369000;ARMENIA [26200140];LA HORCONA;OCCIDENTE
20083;26200150;FREDONIA;100;35;11;44;22;35;76;28;62;51;66;79;74;74;71;91;20;90;75;99;96;29;18;61;0;51;40;47;60;54;70;55;78;0;72;98;13;81;33;74;27;94;36;85;88;67;33;53;78;46;60;89;87;(4-6);19;Antioquia;Fredonia;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdivia;4702817,937000;2214720,369000;FREDONIA [26200150];EL CINCO;SUROESTE
19438;26205030;FARALLONES;100;9;89;42;61;1;42;83;11;78;30;82;8;25;92;56;63;28;22;37;59;31;54;51;52;76;46;59;92;81;8;74;17;94;11;33;31;31;11;52;48;71;70;44;54;98;74;94;69;31;34;23;4;(3-6);20;Antioquia;LaPintada;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdivia;4710319,292000;2197714,485000;FARALLONES [26205030];LA PINTADA;SUROESTE
21614;26205040;IGUINAHACIENDA;100;76;18;45;15;5;90;46;85;29;4;22;72;33;45;41;12;92;73;60;67;52;22;72;92;93;85;25;30;95;24;53;65;49;34;65;52;81;74;65;58;10;0;6;5;99;38;14;69;54;36;77;2;(5-5);18;Antioquia;Anzá;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdia;4682963,001000;2262384,941000;IGUINA HACIENDA [26205040];HIGUINA;OCCIDENTE
21826;26205060;NOQUELA;100;19;81;23;36;43;32;35;76;69;62;76;41;81;96;50;91;57;36;100;4;15;90;38;58;22;60;29;56;73;46;15;42;85;98;69;18;92;28;96;8;45;5;28;49;21;87;53;97;74;2;30;11;(5-5);18;Antioquia;Anzá;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdia;4686672,741000;2266052,317000;NOQUE LA [26205060];LA NOQUE;OCCIDENTE
18997;26205070;PLATALA;100;69;43;87;52;73;87;87;4;70;13;99;94;16;90;13;26;19;49;6;56;24;37;94;32;76;49;79;93;62;1;82;87;36;32;17;35;11;65;31;58;26;41;81;22;99;92;7;21;40;14;20;18;(4-5);12;Antioquia;Venecia;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdivia;4688272,697000;2219946,275000;PLATA LA [26205070];BOLOMBOLO;SUROESTE
21911;26205080;LaAldea;100;48;98;91;81;6;2;13;7;98;49;16;30;34;15;67;60;74;27;70;83;88;86;83;69;12;14;17;100;40;55;16;50;25;70;68;62;75;45;96;6;80;93;11;21;52;27;98;23;67;77;57;59;(5-6);14;Antioquia;Medellín;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdivia;4701289,895000;2259452,937000;ALDEA LA [26205080];LA ALDEA;Valle de Aburrá
11409;26210070;CAICEDO;82;84;53;26;20;23;54;40;41;48;28;71;82;91;51;74;96;98;91;5;73;23;27;30;51;16;73;30;63;76;32;70;86;79;3;63;10;3;97;62;66;65;31;61;75;41;91;59;75;15;59;99;94;(5-5);18;Antioquia;Caicedo;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdia;4670301,833000;2266805,823000;CAICEDO [26210070];BELLA AGUADA;OCCIDENTE
11760;26210080;HERRADURALA;92;74;27;65;69;61;1;47;72;14;55;34;77;0;13;95;61;89;41;34;27;54;47;44;67;66;8;46;75;94;71;23;87;7;97;29;50;46;46;64;51;87;96;83;79;91;45;99;32;7;51;48;95;(4-5);12;Antioquia;Concordia;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdia;4681993,106000;2232800,538000;HERRADURA LA [26210080];MORRON;SUROESTE
21615;26210090;ANZA;83;78;77;9;48;18;68;88;35;63;32;21;27;49;45;44;45;30;7;48;77;70;69;12;1;7;85;98;24;33;10;42;54;57;50;50;47;81;19;87;2;80;59;12;45;58;12;61;52;59;86;52;98;(5-5);18;Antioquia;Anzá;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdia;4683745,179000;2255352,018000;ANZA [26210090];VENDIAGUAL;OCCIDENTE
16973;26210110;PENALISA;100;31;96;86;26;39;32;35;41;53;82;48;68;41;11;10;66;8;73;12;15;20;35;14;37;71;23;94;43;45;88;54;92;58;0;13;19;40;26;26;49;48;57;44;66;50;60;2;69;100;75;15;97;(4-5);12;Antioquia;Salgar;MagdalenaCauca;RíoSanJuan;4683315,977000;2214615,243000;PENALISA [26210110];PEÑALISA;SUROESTE
22049;26210130;GUASABRA;100;66;46;49;90;16;86;71;72;92;60;29;90;12;45;79;28;25;96;75;4;84;27;39;9;22;92;81;68;8;77;3;10;84;86;30;44;74;24;3;83;99;64;80;6;12;89;18;83;23;56;32;87;(5-5);18;Antioquia;SantaFeDeAntioquia;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdia;4673180,718000;2277561,978000;GUASABRA [26210130];COLORADAS;OCCIDENTE
21632;26210140;ALTAMIRA;100;67;62;76;83;97;10;5;94;9;13;39;32;61;9;42;65;59;79;43;86;73;92;2;72;85;41;17;22;98;39;59;25;88;38;95;6;2;87;97;19;26;100;13;14;36;70;43;74;39;83;69;88;(4-5);12;Antioquia;Betulia;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdia;4674144,598000;2246043,566000;ALTAMIRA [26210140];LA  ASOMADERA;SUROESTE
11564;26215010;CONCORDIA;45;1;87;56;19;23;26;43;42;65;49;55;97;83;81;67;90;100;5;6;21;76;54;31;35;77;15;63;48;79;5;71;10;24;78;57;87;39;52;18;97;3;83;61;50;91;59;67;90;76;45;87;92;(4-5);12;Antioquia;Concordia;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdia;4676912,493000;2226226,169000;CONCORDIA [26215010];SAN LUIS;SUROESTE
18346;26215020;CANAFISANTO;100;37;77;33;46;87;77;78;73;87;3;71;36;67;19;29;39;35;22;57;10;53;66;39;60;69;82;99;64;41;91;24;62;15;55;31;64;64;72;84;54;67;23;71;13;95;94;37;10;44;98;54;26;(5-5);18;Antioquia;SantaFeDeAntioquia;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdivia;4688527,430000;2267886,019000;CANAFISANTO [26215020];SAN NICOLAS;OCCIDENTE
19319;26220050;CUMBRELA;83;85;95;54;24;61;7;97;3;53;94;20;52;17;67;75;34;57;43;100;77;93;86;76;100;32;98;100;79;62;69;45;64;82;95;88;78;58;36;34;2;31;98;49;25;44;61;30;77;84;46;16;63;(6-5);8;Antioquia;Peque;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdia;4676024,768000;2336188,327000;CUMBRE LA [26220050];GUAYABAL;OCCIDENTE
22061;26220060;TUNALEL;100;25;7;11;16;56;57;48;51;31;57;98;38;81;60;10;0;97;8;93;28;31;10;37;32;53;83;72;15;58;99;11;95;32;96;39;11;35;57;16;52;48;37;81;44;10;66;78;18;45;14;91;0;(5-5);18;Antioquia;SantaFeDeAntioquia;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdia;4686786,233000;2286334,973000;TUNAL EL [26220060];KILOMETRO 2;OCCIDENTE
18723;26220090;GIRALDO;85;32;56;62;64;96;32;1;87;71;20;87;4;19;14;37;95;44;28;13;91;20;60;53;92;6;76;17;94;100;46;29;16;48;24;62;55;71;42;55;5;99;89;82;8;96;28;4;98;7;51;53;98;(5-5);18;Antioquia;Giraldo;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdia;4673148,296000;2298001,445000;GIRALDO [26220090];LA PLANTA;OCCIDENTE
18727;26220100;GRANJALA;100;72;83;78;4;85;95;37;81;22;27;2;55;35;77;17;58;94;64;77;73;60;1;30;33;10;9;80;29;63;49;67;79;75;89;67;9;22;93;92;12;8;42;31;44;11;64;69;49;90;55;72;88;(7-5);2;Antioquia;Ituango;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdia;4698190,139000;2359983,825000;GRANJA LA [26220100];EL GUADUAL;NORTE
18787;26220110;SANTARITA;100;99;99;12;33;35;41;15;73;58;82;41;57;98;88;81;93;66;15;21;24;47;13;93;43;62;100;43;83;97;93;17;86;26;29;94;73;76;42;35;49;72;30;82;53;66;6;63;76;5;91;21;75;(7-6);13;Antioquia;Ituango;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdia;4711186,555000;2368105,344000;SANTA RITA [26220110];EL RECREO;NORTE
18642;26225010;ITUANGO;67;50;53;79;49;62;4;66;8;74;76;5;97;48;83;35;14;28;51;60;70;64;76;4;61;0;4;95;37;90;33;6;40;76;46;58;47;40;90;87;74;70;69;39;89;29;8;99;38;28;20;23;6;(7-5);2;Antioquia;Ituango;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdia;4698240,020000;2354491,971000;ITUANGO [26225010];LOS GALGOS;NORTE
22053;26225030;COTOVEHACIENDA;100;38;95;69;70;40;67;7;9;15;42;52;35;42;18;84;51;50;96;95;11;13;27;98;27;40;44;20;39;80;55;85;75;54;94;9;78;6;74;52;2;19;32;88;67;54;33;74;42;69;87;62;78;(5-5);18;Antioquia;SantaFeDeAntioquia;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdia;4687419,198000;2280864,130000;COTOVE HACIENDA [26225030];EL ESPINAL;OCCIDENTE
11514;26225040;PIUNTIHACIENDA;45;2;43;20;23;42;33;75;48;56;45;73;15;54;83;76;25;35;45;7;31;53;85;47;76;71;58;85;88;4;71;26;10;10;33;19;27;28;51;47;20;68;38;50;6;45;100;66;8;9;61;8;77;(6-5);8;Antioquia;Buriticá;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdia;4678070,519000;2302557,667000;PIUNTI HACIENDA [26225040];LOS ARADOS;OCCIDENTE
18642;26225050;PALMAREL;100;94;9;87;63;41;10;50;17;91;87;36;70;2;68;12;91;20;69;66;52;22;46;98;92;81;7;1;14;24;0;51;18;32;64;28;80;71;87;41;84;3;3;90;84;0;11;44;34;91;30;44;12;(6-6);14;Antioquia;Ituango;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdia;4705551,766000;2345230,113000;PALMAR EL [26225050];LOS GALGOS;NORTE
22053;26225060;HACIENDACOTOVEAut;100;45;87;0;80;95;100;3;41;80;49;2;58;6;73;90;56;85;6;2;14;99;84;52;27;38;42;25;69;45;65;41;82;95;4;64;87;7;27;22;7;4;24;44;47;64;27;71;21;53;67;38;7;(5-5);18;Antioquia;SantaFeDeAntioquia;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdia;4687419,198000;2280864,130000;HACIENDA COTOVE - AUT [26225060];EL ESPINAL;OCCIDENTE
19401;26230010;OLAYA;84;7;13;2;17;30;63;67;20;88;74;94;93;89;9;25;5;48;86;65;70;22;93;29;83;73;78;17;58;86;27;68;47;11;2;45;11;89;5;58;51;40;74;61;57;57;72;83;56;69;1;72;88;(5-5);18;Antioquia;Olaya;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdivia;4689297,701000;2291342,356000;OLAYA [26230010];EL PENCAL;OCCIDENTE
16866;26230110;SANANDRES;83;58;48;81;69;65;78;81;74;47;87;43;28;52;61;4;83;27;69;89;36;86;82;93;22;62;31;97;93;63;80;49;24;42;66;62;75;58;41;20;76;75;96;82;6;82;1;76;92;31;24;0;98;(6-6);14;Antioquia;SanAndrés;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdivia;4705068,521000;2322352,322000;SAN ANDRES [26230110];EL BARRO;NORTE
16864;26230130;CRUCESARRIBA;100;15;68;85;88;0;27;19;48;48;41;64;87;50;81;70;22;90;4;83;100;27;29;23;97;39;53;62;50;55;69;85;65;79;70;9;38;79;19;86;42;32;14;100;96;31;65;27;67;49;36;79;94;(6-6);14;Antioquia;SanAndrés;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdivia;4711715,001000;2319811,202000;CRUCES ARRIBA [26230130];CRUCES;NORTE
19481;26230140;PLACITALA;84;17;18;32;38;26;55;68;10;54;81;84;26;13;22;20;89;40;30;35;20;43;79;63;63;6;46;2;2;77;20;73;43;2;23;59;96;45;59;26;69;13;63;31;30;100;12;83;69;63;2;72;97;(6-5);8;Antioquia;Liborina;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdivia;4695199,205000;2301505,603000;PLACITA LA [26230140];LA PEÑOLA;OCCIDENTE
11422;26230160;BRICENO;83;39;83;22;0;11;94;34;2;18;29;25;48;21;43;84;24;90;46;76;67;83;99;64;14;81;10;23;19;4;23;26;56;49;62;40;44;97;89;68;34;77;64;81;93;66;79;22;23;1;6;46;97;(6-6);14;Antioquia;Briceño;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdivia;4722670,765000;2343874,482000;BRICENO [26230160];SAN FRANCISCO;NORTE
16896;26230180;LLANOSDESANJUAN;100;1;99;10;52;95;32;38;2;82;18;88;51;57;6;78;91;85;75;14;18;17;14;100;70;30;37;39;60;70;74;80;57;0;97;95;80;80;90;3;97;12;83;33;37;14;58;9;61;37;69;96;55;(5-5);18;Antioquia;SanJerónimo;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdivia;4699480,106000;2268969,978000;LLANOS DE SAN JUAN [26230180];LAS ESTANCIAS;OCCIDENTE
17059;26230190;ElOro;100;43;46;66;15;85;69;88;65;70;10;86;96;8;79;28;54;21;37;4;68;45;50;90;21;85;89;94;7;90;0;17;84;49;80;7;20;14;44;99;51;18;47;60;28;50;60;72;90;53;95;78;32;(6-5);8;Antioquia;Sabanalarga;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdivia;4694381,855000;2325013,209000;ORO EL [26230190];EL ORO;OCCIDENTE
17071;26230200;SABANALARGA;100;62;95;1;78;6;86;3;19;12;65;89;59;44;41;77;34;58;39;68;8;52;1;98;71;38;77;21;10;16;64;92;48;50;11;59;55;28;51;37;13;68;84;77;49;5;7;92;94;7;34;40;88;(6-5);8;Antioquia;Sabanalarga;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdivia;4689003,087000;2315382,638000;SABANALARGA [26230200];SAN CRISTOBAL PENA;OCCIDENTE
22683;26230220;OCULTALA;100;96;37;81;23;25;45;39;35;48;41;42;80;77;76;73;83;12;5;34;75;15;28;21;24;14;55;56;61;65;45;85;92;32;75;48;4;91;72;14;67;18;22;4;45;24;47;55;30;84;24;52;71;(6-6);14;Antioquia;Belmira;MagdalenaCauca;RíoPorce;4708446,837000;2307903,759000;OCULTA LA [26230220];QUEBRADITAS;NORTE
16941;26230240;ABERTURALA;100;26;56;15;86;75;40;71;84;12;80;96;96;16;15;38;98;18;55;46;53;36;46;69;75;78;97;48;18;3;79;11;66;10;96;5;26;86;35;8;5;85;14;67;47;46;90;28;85;62;75;15;47;(6-6);14;Antioquia;SanAndrés;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdivia;4701196,400000;2321307,877000;ABERTURA LA [26230240];LA CIENAGA;NORTE
17422;26235020;LaVegaTabRubios;41;4;53;21;74;16;3;6;33;5;19;62;100;51;37;59;56;53;5;36;89;68;86;99;95;7;84;25;39;87;13;16;94;46;25;68;18;52;75;43;86;49;66;93;99;8;79;78;48;0;32;7;14;(5-5);18;Antioquia;Sopetrán;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdivia;4690443,096000;2280782,682000;VEGA LA-TAB RUBIOS [26235020];EL RODEO;OCCIDENTE
17446;26235030;MATANZAS;83;93;7;24;9;57;96;66;41;18;97;64;64;66;73;97;6;90;90;76;45;49;6;30;15;46;48;30;6;63;49;79;32;65;6;67;88;73;57;5;12;12;15;82;61;14;45;87;100;70;53;72;87;(6-6);14;Antioquia;Toledo;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdivia;4705580,278000;2336287,907000;MATANZAS [26235030];MIRAFLORES;NORTE
24393;26240050;UNIONLAHACIENDA;72;33;62;48;81;31;0;100;78;81;87;87;29;93;36;95;30;63;10;53;33;60;61;66;93;39;53;93;61;88;83;70;10;91;43;74;25;22;19;42;28;41;20;63;76;46;80;76;62;5;57;100;14;(8-6);10;Antioquia;Cáceres;MagdalenaCauca;RíoTarazaRíoMan;4740889,449000;2411397,131000;UNION LA HACIENDA [26240050];NICARAGUA;BAJO CAUCA
24454;26240060;MANIZALES;38;82;64;3;92;94;50;64;31;31;11;68;98;75;34;44;93;26;74;84;69;13;67;0;78;64;34;45;0;3;9;33;13;26;33;24;60;58;44;67;53;83;84;99;67;96;6;12;3;93;63;23;99;(8-6);10;Antioquia;Cáceres;MagdalenaCauca;CaucaSanJorgeLaMojana;4733794,237000;2424709,362000;MANIZALES [26240060];MANIZALES;BAJO CAUCA
18266;26240070;ALTOELMUNECO;45;85;26;55;93;49;24;35;57;51;52;57;61;10;64;6;88;75;38;4;24;91;10;35;14;17;23;23;64;54;32;51;62;3;48;90;70;95;6;2;76;100;34;37;30;44;39;37;70;59;77;40;21;(7-6);13;Antioquia;Tarazá;MagdalenaCauca;RíoTarazaRíoMan;4733462,046000;2398534,780000;ALTO EL MUNECO [26240070];EL GUAIMARO;BAJO CAUCA
18440;26240080;HOYORICO;100;62;39;48;32;88;65;71;74;28;2;96;11;65;42;27;28;14;23;70;28;31;88;13;62;68;31;1;38;8;71;81;30;71;10;40;96;44;1;37;34;20;98;4;70;63;53;91;73;0;77;84;23;(7-6);13;Antioquia;Tarazá;MagdalenaCauca;RíoTarazaRíoMan;4729649,810000;2374591,471000;HOYO RICO [26240080];AREA SIN LEVANTAR;BAJO CAUCA
24524;26240090;PUERTOBELGICA;100;1;4;85;25;89;6;19;28;23;18;31;60;31;82;38;64;59;71;73;29;96;36;78;89;71;89;95;4;21;89;28;8;9;75;41;58;24;51;78;74;87;57;68;8;14;92;8;94;37;13;33;77;(8-6);10;Antioquia;Cáceres;MagdalenaCauca;RíoTarazaRíoMan;4748092,805000;2406009,532000;PUERTO BELGICA [26240090];PUERTO BELGICA;BAJO CAUCA
24394;26240100;GuarumoLaLucha;38;40;83;9;41;100;69;21;64;44;48;98;67;83;83;63;99;99;85;80;79;21;1;7;8;97;39;42;48;8;79;65;62;59;64;82;97;91;2;73;21;28;91;31;98;51;41;46;84;30;70;85;94;(8-7);11;Antioquia;Cáceres;MagdalenaCauca;RíoTarazaRíoMan;4755875,918000;2427490,628000;GUARUMO-LA LUCHA [26240100];GUARUMO;BAJO CAUCA
19035;26240120;PUERTOVALDIVIA;100;3;32;73;78;56;46;3;90;86;97;90;2;45;11;90;83;35;16;6;33;0;53;56;73;60;55;69;72;72;15;58;86;15;5;32;89;55;95;35;57;4;54;48;61;66;48;88;66;78;57;70;20;(7-6);13;Antioquia;Valdivia;MagdalenaCauca;RíoTarazaRíoMan;4731439,958000;2365364,633000;PUERTO VALDIVIA [26240120];LA AMERICA;NORTE
19079;26240150;PUERTOVALDIVIA;100;85;11;80;94;9;96;66;79;49;46;16;65;9;44;41;37;86;19;56;77;36;6;59;76;76;76;33;76;17;19;100;35;59;16;49;38;91;58;56;66;56;99;1;89;69;11;24;51;40;46;60;73;(7-6);13;Antioquia;Valdivia;MagdalenaCauca;DirectosRíoCaucaentreRíoSanJuanyPtoValdia;4735115,088000;2364238,910000;PUERTO VALDIVIA [26240150];MONTEFRIO;NORTE
0;26240160;LaCoquera;100;34;0;42;29;11;50;14;48;83;57;67;50;54;94;58;100;40;69;9;72;14;94;9;26;30;33;26;39;82;29;49;52;80;94;74;89;60;12;22;6;92;14;37;29;31;60;52;78;92;71;14;77;(8-7);11;Antioquia;Caucasia;MagdalenaCauca;DirectosalCaucaentrePtoValdiviayRíoNechí;4757577,562000;2438217,991000;COQUERA LA [26240160];;BAJO CAUCA
18278;26240170;PLAYALTA;100;48;78;28;47;88;0;81;87;76;98;81;3;77;58;37;20;4;17;13;40;44;33;77;16;93;83;47;17;56;85;97;94;19;80;12;55;96;75;17;27;50;36;67;30;4;76;91;17;11;99;30;70;(7-6);13;Antioquia;Tarazá;MagdalenaCauca;RíoTarazaRíoMan;4729919,538000;2394413,076000;PLAYALTA [26240170];CHUCHUI;BAJO CAUCA
18353;26245020;MARYLAND;78;64;13;95;13;26;97;7;21;97;18;11;38;27;21;74;5;71;37;53;67;31;10;51;94;20;61;0;6;88;51;90;59;8;14;91;31;74;53;43;90;87;86;8;94;62;11;16;49;6;76;65;4;(7-6);13;Antioquia;Cáceres;MagdalenaCauca;RíoTarazaRíoMan;4733400,715000;2387474,722000;MARY LAND [26245020];CURUMANA;BAJO CAUCA
0;26245030;TARAZA;100;3;45;12;25;31;7;49;14;32;34;54;51;75;61;58;70;92;14;75;85;95;11;14;34;87;27;40;73;51;27;95;54;64;77;54;94;22;89;9;74;75;54;29;100;10;76;79;85;99;78;92;9;(7-6);13;Antioquia;Tarazá;MagdalenaCauca;RíoTarazaRíoMan;4735291,081000;2396681,225000;TARAZA [26245030];;BAJO CAUCA
11209;26245040;JHBCAUCASIA;100;72;34;48;88;45;35;65;55;98;79;78;83;96;38;92;7;99;25;15;47;60;31;68;58;65;76;71;72;88;81;30;57;27;12;13;48;92;45;11;76;9;43;92;89;59;29;68;15;5;2;73;12;(8-7);11;Antioquia;Caucasia;MagdalenaCauca;DirectosalCaucaentrePtoValdiviayRíoNechí;4763452,820000;2443234,105000;JHB CAUCASIA [26245040];LAS MALVINAS;BAJO CAUCA
0;26250010;CACERES;100;95;71;15;47;88;16;83;33;72;29;15;9;58;5;28;51;49;76;49;71;69;52;8;48;92;94;20;7;3;31;9;28;51;48;34;51;54;3;96;25;63;5;34;13;33;6;49;36;55;57;36;0;(7-6);13;Antioquia;Cáceres;MagdalenaCauca;DirectosalCaucaentrePtoValdiviayRíoNechí;4741045,431000;2396176,628000;CACERES [26250010];;BAJO CAUCA
24392;26250020;HdaLaTrinidad;61;73;20;94;10;36;4;19;22;12;92;47;59;76;30;9;76;90;69;85;25;4;1;24;100;39;58;9;42;55;98;51;65;67;85;84;27;1;95;60;37;44;30;53;63;69;70;87;39;9;9;84;14;(8-7);11;Antioquia;Cáceres;MagdalenaCauca;DirectosalCaucaentrePtoValdiviayRíoNechí;4753740,322000;2407641,730000;TRINIDAD LA HACIENDA [26250020];PONCIANO ABAJO;BAJO CAUCA
0;26250030;CACERES;35;13;56;32;50;40;81;70;57;90;43;12;99;81;93;89;38;32;20;33;3;39;72;23;93;32;89;73;78;17;74;2;12;83;19;27;50;68;34;100;30;83;74;77;4;71;20;75;16;29;2;14;97;(7-6);13;Antioquia;Cáceres;MagdalenaCauca;DirectosalCaucaentrePtoValdiviayRíoNechí;4741045,431000;2396176,628000;CACERES [26250030];;BAJO CAUCA
17958;26250060;PUERTORAUDAL;82;91;57;88;71;3;94;90;16;29;97;49;7;28;43;37;77;6;83;27;69;96;65;86;82;97;10;79;16;9;87;65;1;72;61;67;91;85;99;66;81;21;38;98;21;6;54;40;47;23;67;79;87;(7-6);13;Antioquia;Valdivia;MagdalenaCauca;RíoTarazaRíoMan;4743154,742000;2373035,242000;PUERTO RAUDAL [26250060];PUERTO RAUDAL;NORTE
24304;26250090;PIAMONTE;100;7;70;27;91;33;9;14;67;4;48;37;44;66;87;87;60;73;22;90;3;100;87;27;16;49;100;69;66;49;52;80;95;5;2;15;86;19;61;1;44;24;51;55;60;100;41;92;95;75;0;97;17;(8-7);11;Antioquia;Cáceres;MagdalenaCauca;DirectosalCaucaentrePtoValdiviayRíoNechí;4757474,773000;2418681,199000;PIAMONTE [26250090];PIAMONTE;BAJO CAUCA
24455;26250100;HdaSantaCruz;100;32;25;28;71;55;74;51;57;68;97;90;83;77;11;14;7;23;91;54;30;63;50;32;79;63;66;94;48;88;25;18;59;96;65;25;34;84;18;68;49;78;92;58;7;92;78;45;58;14;16;23;1;(7-7);8;Antioquia;Cáceres;MagdalenaCauca;DirectosalCaucaentrePtoValdiviayRíoNechí;4751796,409000;2387376,883000;SANTA CRUZ HACIENDA [26250100];BEJUQUILLO;BAJO CAUCA
18444;26250110;BARROBLANCO;100;55;88;64;33;58;0;13;73;51;1;18;31;27;61;21;43;67;40;90;47;61;84;84;24;64;7;97;26;46;41;42;48;49;86;87;86;82;67;18;99;14;81;21;48;27;31;21;39;66;71;49;71;(7-7);8;Antioquia;Tarazá;MagdalenaCauca;DirectosalCaucaentrePtoValdiviayRíoNechí;4750193,579000;2384522,036000;BARRO BLANCO [26250110];BARRO BLANCO;BAJO CAUCA
